Col1,Col2,Col3,Preprocessed Col3
4500,1,@RealNoth no wonder your career is in the dump that's where trash like you belongs. Thanks to @greggutfeld for pointing out your true colors,@ realnoth wonder your career dump 's trash like you belong ||| thank @ greggutfeld point your true color
4501,1,"@RealPimpinKen PimpinKendotnet, sell a bitch pussy til it's drip drop wet, the vet, not the pet!",@ realpimpinken pimpinkendotnet | sell bitch pussy ||| til drip drop wet | vet | pet
"Hey, Bitch!",,"",""
4502,1,"@RealSkipBayless @KingJames is a little bitch , that's why",@ realskipbayless @ kingjames little bitch | 's
4503,1,@RealSkipBayless haha how much are you payed to CONSTANTLY NOT KNOW what you're talking about??? Dumb ass &#128514;&#128076; wade is trash,@ realskipbayless haha you payed constantly know you talk ||| dumb ass | | ||| wade trash
4504,2,@RealSkipBayless man what about Wilson being the 2nd Black QB to win a chip? Talkn about trash talk. No shine for Russell..,@ realskipbayless man wilson 2nd black qb win chip ||| talkn trash talk ||| shine russell
4505,1,@RealSkipBayless of course u would you PC lemming.one just says the word nigger.the other has all the potential to reek havoc on society,@ realskipbayless course u you pc lemming.one just say word nigger.the potential reek havoc society
4506,1,@RealWallieWall Ms. Martinez fuckin with the cripple kid?!,@ realwalliewall ms. martinez fuckin cripple kid
4507,1,@RealWallieWall Sheet i can't do that too a cripple,@ realwalliewall sheet cripple
4508,1,"@RealYdotGdot We in dat bitch, my dude!!!",@ realydotgdot dat bitch | dude
4509,1,@Real_Liam_Payne be a pussy,@ real | liam | payne pussy
as in cat,,"",""
4510,1,@Real_Liam_Payne be a pussy http://t.co/ttzsxBtS74,@ real | liam | payne pussy
4511,2,@RebellBlume Hats on us not trash tho lol,@ rebellblume hat trash tho lol
4512,0,@RedNationBlogga fuck those faggots,@ rednationblogga fuck faggot
4513,1,@Reed8608 My nigga know he a bitch,@ reed8608 nigga know bitch
4514,0,@ReiddH i agree my fellow cracker.,@ reiddh agree fellow cracker
4515,1,"@Rellokid George didn't have a twitter called ""no limit nigga"" where he talked about fighting, drugs, guns, and bitches and hoes.",@ rellokid george twitter " " limit nigga " " talk fight | drug | gun | bitch hoe
4516,1,@Rene_gadeCowboy Of course. I was being bitch. Learned from my mom how to make a guy feel like he's 1 foot tall.,@ rene | gadecowboy course ||| bitch ||| learn mom guy feel like 's foot tall
4517,1,"@RenoConfession one time at band camp, I stuck a flute in my pussy",@ renoconfession time band camp | stick flute pussy
-Spanish springs,,"",""
4518,0,@RepGutierrez You are full of it! These so called children are not children. They are illegal border jumpers MS!# gang members.,@ repgutierrez you ||| child child ||| illegal border jumper ms | gang member
4519,0,@RepulsiveTool And the only band that sucked worse live is those fags Guns &amp; Poses.,@ repulsivetool band suck worse live fag gun andamp | pose
4520,1,@ResiDinero bitch crib while she cooks me cheesed eggs,@ residinero bitch crib ||| cook cheese egg
4521,1,@ResiDinero if we finna hoop inside or out fucking retard that's what I'm saying let me know allergic reaction lip ass nigga,@ residinero finna hoop inside ||| fuck retard 's say let know allergic reaction lip ass nigga
4522,1,@ResiDinero we some hoes bruhhh lol,@ residinero hoe bruhh lol
4523,1,@ResiDinero ya bitch crib,@ residinero ya bitch crib
4524,1,@RespectBox @lefthooklounge @Rodriguez5_ he's texas trash bro,@ respectbox @ lefthooklounge @ rodriguez5 | 's texas trash bro
4525,2,@RetroReasoning I think most RPGs are for the birds. I ain't no bird brain yo,@ retroreasoning think rpg bird ||| ai n't bird brain yo
4526,1,@RetroReasoning retarded pussy games #notPC,@ retroreasoning retard pussy game | notpc
4527,0,@ReverendGrim @TitsOfAnarchy,@ reverendgrim @ titsofanarchy
I likes dat name. Dem sand niggers needs to know dare place in da pecker order,,"",""
4528,0,"@RevolutionUK_ Jesus I would love to do that and more to those muzzie torturers, fucking animal savages",@ revolutionuk | jesus love muzzie torturer | fuck animal savage
4529,1,@Rhyds_herrrrrr shoulda came to bird mans that shit was so lit,@ rhyds | herr shoulda come bird man ||| shit light
4530,1,@RicHieDev_ @CONVERSES_ON she can stay as close as she pleases nigguh,@ richiedev | @ converse | stay close ||| nigguh
4531,1,@RichBum_Mitch say how you do that I got this lil bitch who ain't getting the memo,@ richbum | mitch say you lil bitch ai n't memo
4532,1,"@RichHomieLexx_ tryanna explain sumn to des young boys out here now days,they don't know wat a true pimp is I be pimpin des hoes moma Lmfaoo",@ richhomielexx | tryanna explain sumn des young boy day ||| know wat true pimp pimpin des hoe moma lmfaoo
4533,2,@RichardEngel ugh..and lemme guess they have yellow cake too? Heard this story before..,@ richardengel ugh lemme guess yellow cake ||| hear story
4534,0,@RichxInxFlavor I'm not a fag. Gtfo,@ richxinxflavor fag ||| gtfo
4535,1,@RickBakas Not hard to...she's kind of a hoe. &#128513;,@ rickbakas hard ||| 's kind hoe |||
4536,1,@RickiRoma bitch watch ya tone before I drag you to the recycling bin you bitch ass nigga. You gon end up like limewire ol .exe ass nigga,@ rickiroma bitch watch ya tone ||| drag you recycle bin you bitch ass nigga ||| you gon end like limewire ol exe ass nigga
4537,1,@RickiRoma shut the fuck up. You guys a mediocre washed basura juice. Sit down and win close games against raiders and jets faggot,@ rickiroma shut fuck ||| you guy mediocre wash basura juice ||| sit win close game raider jet faggot
4538,1,@RickyNgan target got them high class hoes,@ rickyngan target high class hoe
4539,1,@Ricky___m you bitch -.-,@ ricky | m you bitch
4540,1,"@RicoChavo oh, you cute, you fancy bitch!",@ ricochavo oh | you cute | you fancy bitch
4541,1,@RightWay2 getting into people's faces? LOL YET u r the teabagger all over my twitter dash. Shut the fuck up already.,@ rightway2 people 's face ||| lol yet u r teabagger twitter dash ||| shut fuck
4542,1,@Righteouz_ @growejr I could have that chick there boobs in my face and score the fight better than the bitch that made it 114-114,@ righteouz | @ growejr chick boob face ||| score fight better bitch
4543,1,@Righteouz_ @growejr that bitch should be in jail for that 114-114,@ righteouz | @ growejr bitch jail
4544,1,@Righteouz_ lmfao!!!!! I remember all the rednecks in my school with that shit lol,@ righteouz | lmfao ||| remember redneck school shit lol
4545,1,@RihannaHasAids I had free tickets and couldn't go because I had chemistry ain't that a bitch,@ rihannahasaids free ticket chemistry ai n't bitch
4546,1,@RihannaHasAids I knew farquaad a faggot,@ rihannahasaids know farquaad faggot
4547,1,@Rik_FIair Pusha T and Ye gonna have to write the whole bitch,@ rik | fiair pusha t ye gonna write bitch
4548,0,@RileyCooper_14 so your a ""nigger"" fighter huh,@ rileycooper | your " " nigger " " fighter huh
4549,1,@RishaaWilliams byee iverrishaa &#128514;&#128514; ghetto ass name,@ rishaawilliams byee iverrishaa | | ghetto ass
4550,1,@RivenbarkYahoo @hale_razor jim Hogg county a dirt poor democrat leaning county.. Hebronville is it's seat. Been there it's a near ghetto,@ rivenbarkyahoo @ hale | razor jim hogg county dirt poor democrat lean county ||| hebronville seat ||| near ghetto
4551,1,@RnadJorell Knocked that bitch soul out her body lol,@ rnadjorell knock bitch soul body lol
4552,0,@RniSwirvinn @LilKev_J no ur wrong stupid nigger,@ rniswirvinn @ lilkev | j ur wrong stupid nigger
4553,1,@Rob215__ @thereal_2raw on god my bitch bad,@ rob215 | @ thereal | raw god bitch bid
4554,2,@RobDa64 thanks!!! Now go clean that trash can ya lil nasty! Lol,@ robda64 thank ||| clean trash ya lil nasty ||| lol
4555,1,@RobFernau @GregAbbott_TX @NRA dead babies piled up like trash at a dump Something to be proud of,@ robfernau @ gregabbott | tx @ nra dead baby pile like trash dump proud
4556,1,@Rob_San9993 ha lol like at selenas horny bitch lol,@ rob | san9993 ha lol like selenas horny bitch lol
4557,2,"@RobertGBeckel: ""Do you know how good Ho-Ho's are at 2am?"" @AndreaTantaros answers, ""You haven't given up all your ho-ho's."" Whoa. @TheFive",@ robertgbeckel ||| " " you know good ho | ho 's " @ andreatantaros answer ||| " " you your ho | ho 's " whoa ||| @ thefive
4558,1,@RobinColdiron those god damn bitches smh run away!!!,@ robincoldiron god damn bitch smh run away
4559,1,"@RobinFury Drake is bitch made for that, likes Phonte so much and won't do a track over that....",@ robinfury drake bitch | like phonte track
4560,1,@Roc_SS @BallHawk_Carter nah son we ca go half if it was my girl bitches be wanting to spend 400 and up on some fake hair,@ roc | ss @ ballhawk | carter nah son ca half ||| girl bitch want spend fake hair
4561,1,@Rock76_ like who let em bring Da heat in dis bitch &#128563;&#128552; .. #linkup bro,@ rock76 | ||| like let em bring da heat dis bitch | ||| linkup bro
4562,1,@Rocko4Real is one of the rawest niccas doin dis shit!,@ rocko4real raw niccas doin dis shit
4563,1,@RodMarley44 fr 12 was Finna bam a nicca he said yu lucky I jus got a robbery call,@ rodmarley44 fr finna bam nicca say yu lucky jus robbery
4564,1,@RomeoTorres99 bro do you fist bitches with that shit,@ romeotorres99 bro you fist bitch shit
4565,1,@Ron_Ron_12 it's a song hoe,@ ron | ron | song hoe
4566,2,@RonanFarrow Yeah we know about Anglo-American principles.#slavery #hate #racism,@ ronanfarrow yeah know anglo | american principle | slavery | hate | racism
4567,2,"@Ronnie2K not just @Pharrell gave 2k a trash non-basketball soundtrack, y'all still have problems with servers &#128530;",@ ronnie2k just @ pharrell k trash non- | basketball soundtrack | y'all problem server
4568,2,"@RonnieMack12 dawg, you so trash your momma got charged with littering when she dropped you off for school",@ ronniemack12 dawg | you trash your momma charge litter ||| drop you school
4569,1,@RooDee_Poo Aye bitch.,@ roodee | poo aye bitch
4570,1,@Rorschach7 But not disaster pussy. That thing is a wreck.,@ rorschach7 disaster pussy ||| thing wreck
4571,1,@Rosaalbae @iH8TvvitterHoes faggot but you sent me hella nudes. Hmmmm,@ rosaalbae @ ih8tvvitterhoes faggot ||| you send hella nude ||| hmm
4572,0,"@Roscoedash lmao, soft ass nigga trying to act all tough, you a little bitch. Sit down and watch from the sidelines pussy.",@ roscoedash lmao | soft ass nigga try act tough | you little bitch ||| sit watch sideline pussy
4573,1,"@Roscoedash shut the fuck up, your wack as fuck. Garbage mohawk having faggot, stop making music and shovel my snow scrub.",@ roscoedash shut fuck | your wack fuck ||| garbage mohawk faggot | stop music shovel snow scrub
4574,1,@RoseGoldBenzo duh...lol. Me tweeting about eating pussy from the back with my tongue in that made that obvious...lol,@ rosegoldbenzo duh ||| lol ||| tweet eat pussy tongue obvious ||| lol
4575,1,@Rosie @politicususa only 3 1/2 yrs till next pres. bitches bout what o-dumb-a left her/him,@ rosie @ politicususa | yrs till pres. bitch bout o | dumb | leave |
4576,2,@RottenStench,@ rottenstench
Dat was Charlie,,"",""
4577,1,@RottenStench,@ rottenstench
Tanks a lot dare mr. Pubes. I love my Uncle Tom :),,"",""
4578,1,@Rotten_Soil @CaptFaggotpants,@ rotten | soil @ captfaggotpants
"You boys sure come up wit some crazy names. In my day, we never talked about no faggots",,"",""
4579,1,@RoyallyKate So says the one who fills an empty hole inside herself by worshiping a royal. Who 4 all u kno may be a raging snotty bitch,@ royallykate say hole inside worship royal ||| u kno rage snotty bitch
4580,2,@Royceda59 Green bananas are better then yellow ones too.,@ royceda59 green banana better yellow
4581,2,@RubyFakhoury @Nyquil_Dreams @guynamedjordan lets not forget the fact that everyone and their mother has yellow fever,@ rubyfakhoury @ nyquil | dream @ guynamedjordan let forget fact mother yellow fever
4582,2,@RudyJay711 Asains had to take the Wu Tang Clan; the draft was suppose to be for half breed like me and @MikeTaylorShow #FallingInTheDraft,@ rudyjay711 asains wu tang clan ||| draft suppose half breed like @ miketaylorshow | fallinginthedraft
4583,1,@Rugarickrockers Ima make you a sick entrance song my nig,@ rugarickrockers ima you sick entrance song nig
4584,1,@RuizMaria15 you let me know then lol I'll go over and kill all them hoes,@ ruizmaria15 you let know lol 'll kill hoe
4585,0,@RunuldoRants faggot sack,@ runuldorants faggot sack
4586,1,@RussellTpot @ebgbz1 I am just saying.. I would beat you down like the bitch that you are... then put my foot on your neck and shoot you,@ russelltpot @ ebgbz1 just say ||| beat you like bitch ||| you ||| foot your neck shoot you
4587,1,@RussellTpot LOL dude.. I wish they hadn't. I got a DD214 that would make a pussy like you cry for the enemy.,@ russelltpot lol dude ||| wish ||| dd214 pussy ||| like you enemy
4588,1,@Rvm3o bitch Boy,@ rvm3o bitch boy
4589,1,@Rvm3o bitch.,@ rvm3o bitch
4590,1,@Rvm3o no reason to hit with you when I know you pussy I won't get no cool points,@ rvm3o reason hit you ||| know you pussy cool point
4591,1,"@RyanTravers1 I lied, it hurt like a bitch, and it bruises your arm. I would suggest you don't do it lol",@ ryantravers1 lie ||| hurt like bitch | bruise your arm ||| suggest you lol
4592,1,@RyeOrDie because them niggas that told you bitch made &amp; they not real niggas or any kind of real,@ ryeordie ||| nigga tell you bitch andamp ; real nigga kind real
4593,2,@RylannWilliams ok chill love bird lol,@ rylannwilliams ok chill love bird lol
4594,0,@RylannWilliams whooooo? Chelsey? Fuck her lol. She juss a bitch,@ rylannwilliams whoo ||| chelsey ||| fuck lol ||| juss bitch
4595,0,@SAMMI_boyden bruh we can finally roll like rednecks (': ((drug dealers)),@ sammi | boyden bruh finally roll like redneck | drug dealer
4596,1,@SAMMI_boyden idk let's do some redneck shit. ask samuela.,@ sammi | boyden idk let redneck shit ||| ask samuela
4597,1,@SAMMI_boyden if we don't hang out until the concert smh ima kill a bitch,@ sammi | boyden ||| hang concert smh ima kill bitch
4598,0,@SAMMI_boyden well he's a cunt and he can suck my ass,@ sammi | boyden 's cunt suck ass
4599,1,@SAMMI_boyden you fucking twat just start talking,@ sammi | boyden you fuck twat just start talk
4600,1,@SAULSOF1LTHY pussy boi,@ saulsof1lthy pussy boi
4601,1,@SAULSOF1LTHY you aint shit pussy lol go get hit you aint been touched in 10 yrs lmfao,@ saulsof1lthy you aint shit pussy lol hit you aint touch yrs lmfao
4602,2,@SBPart01 @melodybrooke11 fuzzy dice might be the nicest thing you could put in your car lol &#127922;&#127922;,@ sbpart01 @ melodybrooke11 fuzzy dice nice thing you your car lol |
4603,2,@SFGiants trash smh game rigged bumgarner took roids,@ sfgiants trash smh game rig bumgarner roids
4604,1,@SHAIkethatAss and I replied hoe http://t.co/738UP5PLia,@ shaikethatass reply hoe
4605,1,"@SHanafin34 gotta love Tanner Country, hoes &amp; all,haha!",@ shanafin34 gotta love tanner country | hoe andamp | | haha
4606,1,"@SKEEerra thanks, the bitch that proofread my tweets on vacation this week...",@ skeerra thank | bitch proofread tweet vacation week
4607,0,@SMASEY you're such a faggot,@ smasey you faggot
4608,2,"@SMLBound cracker jack work, cdc - did ya think of checking THE PLANE FULL OF PEOPLE?",@ smlbound cracker jack work | cdc | ya think check plane people
4609,0,@SNAKEHAID @wsaleen15 @rducppp @2_Synnseer @rebelgirl2040 why ur profile a one armed nigger?,@ snakehaid @ wsaleen15 @ rducpp @ | synnseer @ rebelgirl2040 ur profile arm nigger
4610,1,@SNEAKERLUKE @wojtata @MIKEYMIKEROWAVE @JoeCushKush poor 5SOS has annoying ass cunts as fans. They don't care about you at all you know.,@ sneakerluke @ wojtata @ mikeymikerowave @ joecushkush poor sos annoy ass cunt fan ||| care you you know
4611,1,@SPIFFY_VUITTON I gotta start treatin these ugly hoes like dimes.. Before they get fine on my ass,@ spiffy | vuitton gotta start treatin ugly hoe like dime ||| fine ass
